Lattice size,Block size,Input time for GPU,total iterations (GPU),Processing time for GPU,GPU Gflops,Output time for GPU,Total time for GPU,
2,0.568128,2946,150.707397,4.750119,0.447904,151.723434,
4,0.556800,2946,92.755135,7.717934,0.447712,93.759651,
8,0.524064,2956,82.101379,8.749037,0.409024,83.034470,
2,1.326880,10899,2491.556152,9.382824,1.086368,2493.969482,
4,1.330784,10899,735.661072,31.777992,1.069824,738.061707,
8,1.449600,10899,736.864197,31.726106,1.184640,739.498413,
2,4.255552,41098,69535.210938,10.640696,5.511104,69544.976562,
4,4.529984,41098,16047.716797,46.106439,5.598784,16057.845703,
8,4.557536,41098,13689.072266,54.050637,5.722784,13699.352539,
